A110JBKYAC0WAW:37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,0,1491512618218,"{""rt"": 198535, ""trial_type"": ""instructions"", ""view_history"": ""[{\""page_index\"":0,\""viewing_time\"":106864},{\""page_index\"":1,\""viewing_time\"":47375},{\""page_index\"":2,\""viewing_time\"":16576},{\""page_index\"":3,\""viewing_time\"":27720}]"", ""internal_node_id"": ""0.0-0.0-0.0"", ""time_elapsed"": 198537, ""trial_index"": 0}"
A110JBKYAC0WAW:37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,1,1491512677257,"{""rt"": 54583, ""trial_type"": ""survey-multi-choice"", ""responses"": ""[\""1\"",\""True\"",\""$0.10\"",\""As many or as few as I wish\"",\""My earnings for each round are equal to the value of one of the locations I visit (minus the cost of making observations), but these earnings aren't real money.\"",\""False\""]"", ""internal_node_id"": ""0.0-0.0-1.0"", ""time_elapsed"": 257576, ""questions"": ""[\""How many flights are there per round?\"",\""True or false: The hidden values will change each time I start a new round.\"",\""How much does it cost to observe each hidden value?\"",\""How many hidden values am I allowed to observe in each round?\"",\""Which statement is TRUE?\"",\""True of false: The duration of the delay tells me how much more money I could have earned by planning and deciding better.\""]"", ""correct"": [false, true, true, true, false, false], ""trial_index"": 1}"
A110JBKYAC0WAW:37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,2,1491512762897,"{""rt"": 84637, ""trial_type"": ""instructions"", ""view_history"": ""[{\""page_index\"":0,\""viewing_time\"":19006},{\""page_index\"":1,\""viewing_time\"":28752},{\""page_index\"":2,\""viewing_time\"":24024},{\""page_index\"":3,\""viewing_time\"":12855}]"", ""internal_node_id"": ""0.0-0.1-0.1"", ""time_elapsed"": 343215, ""trial_index"": 2}"
A110JBKYAC0WAW:37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,3,1491512808337,"{""rt"": 42795, ""trial_type"": ""survey-multi-choice"", ""responses"": ""[\""3\"",\""True\"",\""$0.10\"",\""As many or as few as I wish\"",\""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.\"",\""False\""]"", ""internal_node_id"": ""0.0-0.1-1.1"", ""time_elapsed"": 388656, ""questions"": ""[\""How many flights are there per round?\"",\""True or false: The hidden values will change each time I start a new round.\"",\""How much does it cost to observe each hidden value?\"",\""How many hidden values am I allowed to observe in each round?\"",\""Which statement is TRUE?\"",\""True of false: The duration of the delay tells me how much more money I could have earned by planning and deciding better.\""]"", ""correct"": [true, true, true, true, true, false], ""trial_index"": 3}"
A110JBKYAC0WAW:37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,4,1491512828793,"{""rt"": 19454, ""trial_type"": ""instructions"", ""view_history"": ""[{\""page_index\"":0,\""viewing_time\"":2477},{\""page_index\"":1,\""viewing_time\"":1240},{\""page_index\"":2,\""viewing_time\"":12096},{\""page_index\"":3,\""viewing_time\"":3640}]"", ""internal_node_id"": ""0.0-0.2-0.2"", ""time_elapsed"": 409112, ""trial_index"": 4}"
A110JBKYAC0WAW:37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,5,1491512858481,"{""rt"": 26820, ""trial_type"": ""survey-multi-choice"", ""responses"": ""[\""1\"",\""True\"",\""$0.10\"",\""As many or as few as I wish\"",\""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.\"",\""True\""]"", ""internal_node_id"": ""0.0-0.2-1.2"", ""time_elapsed"": 438800, ""questions"": ""[\""How many flights are there per round?\"",\""True or false: The hidden values will change each time I start a new round.\"",\""How much does it cost to observe each hidden value?\"",\""How many hidden values am I allowed to observe in each round?\"",\""Which statement is TRUE?\"",\""True of false: The duration of the delay tells me how much more money I could have earned by planning and deciding better.\""]"", ""correct"": [false, true, true, true, true, true], ""trial_index"": 5}"
A110JBKYAC0WAW:37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,6,1491512887376,"{""rt"": 27891, ""trial_type"": ""instructions"", ""view_history"": ""[{\""page_index\"":0,\""viewing_time\"":22955},{\""page_index\"":1,\""viewing_time\"":1888},{\""page_index\"":2,\""viewing_time\"":1288},{\""page_index\"":3,\""viewing_time\"":1760}]"", ""internal_node_id"": ""0.0-0.3-0.3"", ""time_elapsed"": 467695, ""trial_index"": 6}"
A110JBKYAC0WAW:37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,7,1491512908184,"{""rt"": 18239, ""trial_type"": ""survey-multi-choice"", ""responses"": ""[\""3\"",\""True\"",\""$0.10\"",\""As many or as few as I wish\"",\""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.\"",\""False\""]"", ""internal_node_id"": ""0.0-0.3-1.3"", ""time_elapsed"": 488503, ""questions"": ""[\""How many flights are there per round?\"",\""True or false: The hidden values will change each time I start a new round.\"",\""How much does it cost to observe each hidden value?\"",\""How many hidden values am I allowed to observe in each round?\"",\""Which statement is TRUE?\"",\""True of false: The duration of the delay tells me how much more money I could have earned by planning and deciding better.\""]"", ""correct"": [true, true, true, true, true, false], ""trial_index"": 7}"
A110JBKYAC0WAW:37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,8,1491512913832,"{""rt"": 4646, ""trial_type"": ""instructions"", ""view_history"": ""[{\""page_index\"":0,\""viewing_time\"":1734},{\""page_index\"":1,\""viewing_time\"":984},{\""page_index\"":2,\""viewing_time\"":928},{\""page_index\"":3,\""viewing_time\"":1000}]"", ""internal_node_id"": ""0.0-0.4-0.4"", ""time_elapsed"": 494151, ""trial_index"": 8}"
A110JBKYAC0WAW:37C0GNLMHF3Z7DGKP7M3XPWUJYWD6Z,9,1491512939640,"{""rt"": 23311, ""trial_type"": ""survey-multi-choice"", ""responses"": ""[\""1\"",\""True\"",\""$0.10\"",\""As many or as few as I wish\"",\""My earnings for each round are equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 8 rounds.\"",\""True\""]"", ""internal_node_id"": ""0.0-0.4-1.4"", ""time_elapsed"": 519959, ""questions"": ""[\""How many flights are there per round?\"",\""True or false: The hidden values will change each time I start a new round.\"",\""How much does it cost to observe each hidden value?\"",\""How many hidden values am I allowed to observe in each round?\"",\""Which statement is TRUE?\"",\""True of false: The duration of the delay tells me how much more money I could have earned by planning and deciding better.\""]"", ""correct"": [false, true, true, true, true, true], ""trial_index"": 9}"
