A18TCR555RWUZV:3TXD01ZLD4H79SNSSEJDARG374V4UF,0,1487290627900,"{""rt"": 37442, ""trial_type"": ""instructions"", ""view_history"": ""[{\""page_index\"":0,\""viewing_time\"":15115},{\""page_index\"":1,\""viewing_time\"":13109},{\""page_index\"":2,\""viewing_time\"":9218}]"", ""internal_node_id"": ""0.0-0.0-0.0"", ""time_elapsed"": 37444, ""trial_index"": 0}"
A18TCR555RWUZV:3TXD01ZLD4H79SNSSEJDARG374V4UF,1,1487290662958,"{""rt"": 32021, ""trial_type"": ""survey-multi-choice"", ""responses"": ""[\""1\"",\""True\"",\""$0.05\"",\""As many or as few as I wish\"",\""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.\""]"", ""internal_node_id"": ""0.0-0.0-1.0"", ""time_elapsed"": 72502, ""questions"": ""[\""How many flights are taken per round?\"",\""True or false: The hidden values will change each time I start a new round.\"",\""How much does it cost to observe each hidden value?\"",\""How many hidden values am I allowed to observe in each round?\"",\""Which statement is TRUE?\""]"", ""correct"": [false, true, true, true, true], ""trial_index"": 1}"
A18TCR555RWUZV:3TXD01ZLD4H79SNSSEJDARG374V4UF,2,1487290771613,"{""rt"": 107647, ""trial_type"": ""instructions"", ""view_history"": ""[{\""page_index\"":0,\""viewing_time\"":8197},{\""page_index\"":1,\""viewing_time\"":14816},{\""page_index\"":2,\""viewing_time\"":6570},{\""page_index\"":1,\""viewing_time\"":1828},{\""page_index\"":0,\""viewing_time\"":59038},{\""page_index\"":1,\""viewing_time\"":12846},{\""page_index\"":2,\""viewing_time\"":4352}]"", ""internal_node_id"": ""0.0-0.1-0.1"", ""time_elapsed"": 181156, ""trial_index"": 2}"
A18TCR555RWUZV:3TXD01ZLD4H79SNSSEJDARG374V4UF,3,1487290802271,"{""rt"": 25887, ""trial_type"": ""survey-multi-choice"", ""responses"": ""[\""4\"",\""True\"",\""$0.05\"",\""As many or as few as I wish\"",\""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.\""]"", ""internal_node_id"": ""0.0-0.1-1.1"", ""time_elapsed"": 211814, ""questions"": ""[\""How many flights are taken per round?\"",\""True or false: The hidden values will change each time I start a new round.\"",\""How much does it cost to observe each hidden value?\"",\""How many hidden values am I allowed to observe in each round?\"",\""Which statement is TRUE?\""]"", ""correct"": [false, true, true, true, true], ""trial_index"": 3}"
A18TCR555RWUZV:3TXD01ZLD4H79SNSSEJDARG374V4UF,4,1487290810036,"{""rt"": 6754, ""trial_type"": ""instructions"", ""view_history"": ""[{\""page_index\"":0,\""viewing_time\"":4573},{\""page_index\"":1,\""viewing_time\"":1383},{\""page_index\"":2,\""viewing_time\"":798}]"", ""internal_node_id"": ""0.0-0.2-0.2"", ""time_elapsed"": 219580, ""trial_index"": 4}"
A18TCR555RWUZV:3TXD01ZLD4H79SNSSEJDARG374V4UF,5,1487290828535,"{""rt"": 17477, ""trial_type"": ""survey-multi-choice"", ""responses"": ""[\""3\"",\""True\"",\""$0.05\"",\""As many or as few as I wish\"",\""My earning for each round is equal to the <i>sum</i> of the values of all locations I visit (minus the cost of making observations), and I will be paid the earnings from one of the 20 rounds.\""]"", ""internal_node_id"": ""0.0-0.2-1.2"", ""time_elapsed"": 238079, ""questions"": ""[\""How many flights are taken per round?\"",\""True or false: The hidden values will change each time I start a new round.\"",\""How much does it cost to observe each hidden value?\"",\""How many hidden values am I allowed to observe in each round?\"",\""Which statement is TRUE?\""]"", ""correct"": [true, true, true, true, true], ""trial_index"": 5}"
A18TCR555RWUZV:3TXD01ZLD4H79SNSSEJDARG374V4UF,6,1487290878643,"{""rt"": [31275, 704, 130], ""trial_type"": ""graph"", ""infoCost"": 0.05, ""minTime"": 45, ""actionTimes"": [31275, 32492, 33134], ""time_elapsed"": 288187, ""actions"": [""down"", ""down"", ""right""], ""trialIndex"": 1, ""score"": 1.35, ""internal_node_id"": ""0.0-1.0-0.0"", ""clickTimes"": [2077, 2963, 3977, 5051, 6144, 6825, 8066, 8755, 9741, 10835, 11987, 12932, 13897, 14952, 15949, 17930], ""path"": [1, 5, 9, 17], ""trialID"": 12, ""clicks"": [""4"", ""5"", ""2"", ""3"", ""6"", ""11"", ""9"", ""16"", ""15"", ""14"", ""12"", ""13"", ""10"", ""7"", ""8"", ""17""], ""trial_index"": 6}"
A18TCR555RWUZV:3TXD01ZLD4H79SNSSEJDARG374V4UF,7,1487290925366,"{""rt"": [14963, 136, 181], ""trial_type"": ""graph"", ""infoCost"": 0.05, ""minTime"": 45, ""actionTimes"": [14963, 15603, 16297], ""time_elapsed"": 334910, ""actions"": [""right"", ""right"", ""down""], ""trialIndex"": 2, ""score"": 4.63, ""internal_node_id"": ""0.0-1.0-1.0"", ""clickTimes"": [1210, 1979, 2855, 3612, 4412, 5066, 6026, 7031, 7693, 8254, 9131, 9948, 11013, 11841], ""path"": [1, 2, 6, 11], ""trialID"": 16, ""clicks"": [""4"", ""3"", ""5"", ""2"", ""6"", ""11"", ""10"", ""13"", ""7"", ""12"", ""14"", ""15"", ""16"", ""17""], ""trial_index"": 7}"
A18TCR555RWUZV:3TXD01ZLD4H79SNSSEJDARG374V4UF,8,1487290974604,"{""rt"": [20170, 27, 400], ""trial_type"": ""graph"", ""infoCost"": 0.05, ""minTime"": 45, ""actionTimes"": [20170, 20713, 21619], ""time_elapsed"": 384148, ""actions"": [""up"", ""up"", ""left""], ""trialIndex"": 3, ""score"": 4.07, ""internal_node_id"": ""0.0-1.0-2.0"", ""clickTimes"": [765, 1908, 2559, 3327, 4146, 4845, 6018, 6796, 7554, 8314, 9438, 10008, 10601, 12049, 13211, 14039], ""path"": [1, 3, 7, 12], ""trialID"": 0, ""clicks"": [""4"", ""8"", ""15"", ""14"", ""3"", ""2"", ""5"", ""6"", ""11"", ""10"", ""13"", ""7"", ""12"", ""16"", ""9"", ""17""], ""trial_index"": 8}"
A18TCR555RWUZV:3TXD01ZLD4H79SNSSEJDARG374V4UF,9,1487291021460,"{""rt"": [13565, 764, 145], ""trial_type"": ""graph"", ""infoCost"": 0.05, ""minTime"": 45, ""actionTimes"": [13565, 14836, 15485], ""time_elapsed"": 431004, ""actions"": [""up"", ""up"", ""left""], ""trialIndex"": 4, ""score"": 3.21, ""internal_node_id"": ""0.0-1.0-3.0"", ""clickTimes"": [707, 1425, 2135, 3092, 3958, 4541, 5190, 5909, 6480, 7122, 8078, 8858, 9508, 10446, 11392, 12130], ""path"": [1, 3, 7, 12], ""trialID"": 3, ""clicks"": [""4"", ""5"", ""2"", ""3"", ""12"", ""7"", ""13"", ""10"", ""6"", ""11"", ""17"", ""9"", ""16"", ""15"", ""8"", ""14""], ""trial_index"": 9}"
